restaurant_name,borough,building_num,street,zip_code,phone_num
PRIMA DONNA PERUVIAN RESTAURANT,QUEENS,9018,ROOSEVELT AVE,11372,(718)458-0554
PRIMA PASTA & CAFE,QUEENS,16150,CROSSBAY BOULEVARD,11414,(718)659-7278
PRIMA PIZZA,BRONX,977,E 233RD ST,10466,(347)326-6165
PRIMA PIZZA,QUEENS,22270,BRADDOCK AVE,11428,(718)740-6546
PRIMA PIZZA,QUEENS,9215,JAMAICA AVE,11421,(718)487-3932
PRIMA SARABELLA BAR RESTAURANT,QUEENS,4108,GREENPOINT AVE,11104,(718)786-4646
PRIMARY,MANHATTAN,26,BROADWAY,10004,(212)658-0077
PRIMAVERA CAFE,BRONX,387,EAST FORDHAM ROAD,10458,(718)295-8801
PRIMAVERA PIZZA & PASTA,MANHATTAN,1005,2 AVENUE,10022,(212)753-2772
PRIMAVERA PIZZERIA,BRONX,761,MORRIS PARK AVENUE,10462,(718)409-9303
PRIMAVERA RESTAURANT,BROOKLYN,623,CHURCH AVE,11218,(718)438-0447
PRIME AVENUE,BROOKLYN,377,KINGSTON AVENUE,11213,(347)564-9041
PRIME MEATS,BROOKLYN,465,COURT STREET,11231,(718)254-0327
PRIME ONE 16,MANHATTAN,2257,FIRST AVENUE,10029,(646)590-2187
PRIME PIZZA KITCHEN,STATEN ISLAND,1778,HYLAN BLVD,10305,(718)351-5000
PRIME TIME CARIBBEAN BAKERY,BRONX,3418,BOSTON ROAD,10469,(347)346-4026
PRIMO AMORE,QUEENS,3433,FRANCIS LEWIS BOULEVARD,11358,(718)461-6100
PRIMO CAPPUCCINO,MANHATTAN,0,PENN STATION,10121,(212)563-7621
PRIMO CAPPUCCINO II,MANHATTAN,0,PENN STATION,10121,(212)563-1077
PRIMO COFFEE CART,MANHATTAN,0,PENN STATION,10121,(973)580-4185
PRIMO PIZZA,MANHATTAN,256,E 125TH ST,10035,(203)553-9889
PRIMO PIZZERIA & RESTAURANT,STATEN ISLAND,1282,RICHMOND ROAD,10304,(718)667-8882
PRIMO'S BAR,MANHATTAN,95,W BROADWAY,10013,(917)512-3432
PRIMOLA RESTAURANT,MANHATTAN,1226,SECOND AVENUE,10065,(212)758-1775
PRINCE COFFEE HOUSE,BRONX,2306,ARTHUR AVE,10458,(646)875-1868
PRINCE DESSERT AND TEA ROOM,QUEENS,3639,PRINCE ST,11354,(917)285-2523
PRINCE KABAB & CHINESE RESTAURANT,QUEENS,3756,74TH ST,11372,(347)972-1965
PRINCE NOODLE AND CAFE,QUEENS,4009,PRINCE ST,11354,(718)888-9295
PRINCE PIZZA,BROOKLYN,1101,AVENUE U,11223,(347)554-8778
PRINCE ST PIZZA,MANHATTAN,27,PRINCE STREET,10012,(212)966-4100
PRINCE TEA HOUSE,BROOKLYN,6122,7TH AVE,11220,(646)675-9095
PRINCE TEA HOUSE,BROOKLYN,8510,21ST AVE,11214,(917)365-1912
PRINCE TEA HOUSE,MANHATTAN,1521,YORK AVE,10028,(646)476-4255
PRINCE TEA HOUSE,QUEENS,3147,STEINWAY ST,11103,(917)365-1912
PRINCESA BAKERY & RESTAURANT,BROOKLYN,94,GRAHAM AVE,11206,(718)782-3822
PRINCESOS NY,MANHATTAN,1506B,SAINT NICHOLAS AVE,10033,(646)420-9869
PRINCESS MANOR,BROOKLYN,92,NASSAU AVENUE,11222,(718)389-6965
PRINCESS PIZZA & RESTAURANT,BROOKLYN,535,5 AVENUE,11215,(718)788-9111
PRINCI,MANHATTAN,1633,BROADWAY,10019,(212)247-2527
PRINT RESTAURANT/PRESS LOUNGE/BANQUET KITCHEN,MANHATTAN,653,11 AVENUE,10036,(212)757-2294
PRINTERS ALLEY,MANHATTAN,215,W 40TH ST,10018,(212)634-9100
PRINTON 56,MANHATTAN,50,WEST   56 STREET,10019,(212)245-0056
PRIVATE KITCHEN,QUEENS,3635,MAIN ST,11354,(718)358-6667
PRIVE,BROOKLYN,1460,FLATBUSH AVE,11210,(718)450-0950
PRIVE,STATEN ISLAND,813,ANNADALE ROAD,10312,(718)984-8444
PRIVILEGE LOUNGE,BROOKLYN,140,GRAHAM AVENUE,11206,(347)220-5277
PRIVILEGED,QUEENS,4914,QUEENS BLVD,11377,(718)426-4100
PRO THAI,MANHATTAN,1575,LEXINGTON AVE,10029,(917)475-1494
PRODIGY COFFEE,MANHATTAN,33,CARMINE ST,10014,(212)414-4142
PRODUCERS LOUNGE,MANHATTAN,358,WEST   44 STREET,10036,(212)315-4743
PRODUCT OF IMAGE,BROOKLYN,836,UTICA AVE,11203,(718)576-6210
PROFESSOR THOM'S,MANHATTAN,219,2 AVENUE,10003,(212)260-9480
PROFIT CHINESE RESTAURANT,MANHATTAN,538,2ND AVE,10016,(212)685-0563
PROFIT CHINESE RESTAURANT II,MANHATTAN,643,2ND AVE,10016,(212)689-8388
PROGRESO HONDURAS RESTAURANT,BROOKLYN,5303,FT HAMILTON PARKWAY,11219,(347)533-6908
PROGRESO RESTAURANT,BROOKLYN,100,MARCUS GARVEY BLVD,11206,(917)201-0489
PROHIBITION,MANHATTAN,503,COLUMBUS AVENUE,10024,(212)579-3100
PROHIBITION BAKERY,MANHATTAN,188,SUFFOLK ST,10002,(646)370-6448
PROJECT BRUNCH,STATEN ISLAND,4553,ARTHUR KILL RD,10309,(718)605-9866
PROJECT BRUNCH,STATEN ISLAND,616,FOREST AVE,10310,(718)720-1870
PROJECT PARLOR,BROOKLYN,742,MYRTLE AVENUE,11205,(347)497-0550
PROLETARIAT NY,MANHATTAN,102,ST MARKS PLACE,10009,(212)777-6707
PROMESA CAFETERIA,BRONX,1776,CLAY AVENUE,10457,(347)649-3004
PRONTITO,QUEENS,4025,FORLEY ST,11373,(347)556-4950
PRONTO CAFE,BROOKLYN,3105,AVENUE H,11210,(347)413-9300
PRONTO PIZZA,BROOKLYN,139,COURT STREET,11201,(718)522-2225
PRONTO PIZZA,BROOKLYN,2928,AVENUE R,11229,(718)627-4983
PRONTO PIZZA,MANHATTAN,114,LIBERTY STREET,10006,(212)374-9595
PRONTO PIZZA,MANHATTAN,141,FULTON ST,10038,(212)732-4131
PRONTO PIZZA,MANHATTAN,62,WEST   48 STREET,10036,(212)921-4004
PRONTO PIZZA,QUEENS,4519,28 AVENUE,11103,(718)274-4416
PRONTO PIZZA,QUEENS,8930,QUEENS BLVD,11373,(718)520-9018
PRONTO PIZZA,STATEN ISLAND,337,NEW DORP LANE,10306,(718)351-2700
PRONTO PIZZA,STATEN ISLAND,738,FOREST AVENUE,10310,(718)448-1166
PRONTO PIZZA PASTA,STATEN ISLAND,1077,BAY ST,10305,(718)442-3535
PRONTO RESTAURANT,QUEENS,5203,METROPOLITAN AVE,11385,(718)366-1400
PRONTO RESTAURANT,STATEN ISLAND,3297,RICHMOND AVENUE,10312,(718)356-2442
PROOF COFFEE ROASTER,MANHATTAN,335,E 27TH ST,10016,(646)689-1000
PROOF COFFEE ROASTERS,MANHATTAN,2286,7TH AVE,10030,(314)230-0768
PROOF COFFEE ROASTERS,MANHATTAN,420,5TH AVE,10018,(319)230-0768
PROOF COFFEE SHOP,MANHATTAN,65,NASSAU ST,10038,(212)233-3985
PROONG NOODLE BAR,MANHATTAN,347,1ST AVE,10010,(212)475-1564
PROPER FOOD,MANHATTAN,1120,6TH AVE,10036,(212)452-4641
PROPER FOOD,MANHATTAN,1211,6TH AVE,10036,(212)864-1804
PROPER FOOD,MANHATTAN,67,WALL ST,10005,(415)854-4988
PROPER WEST,MANHATTAN,54,W 39TH ST,10018,(212)997-9000
PROSKAUER ROSE,MANHATTAN,11,TIMES SQUARE,10036,(212)969-5493
PROSPECT,BROOKLYN,545,5 AVENUE,11215,(347)599-1087
PROSPECT COFFEE SHOP,BRONX,1309,PROSPECT AVENUE,10459,(718)991-1249
PROSPECT PARK WILDLIFE CENTER,BROOKLYN,450,FLATBUSH AVE,11225,(718)741-1426
PROSPECT PIZZA,BROOKLYN,599,FLATBUSH AVE,11225,(347)663-4410
PROSPECT PROVISIONS,BROOKLYN,597,4TH AVE,11215,(347)763-2777
PROSPERITY NOODLE,BROOKLYN,947,4TH AVE,11232,(917)683-1622
PROTO PIZZA,MANHATTAN,50,2ND AVE,10003,(212)432-4044
PROVA PIZZA BAR,MANHATTAN,89,E 42ND ST,10017,(212)972-0385
PROVA PIZZABAR,MANHATTAN,485,7TH AVE,10018,(646)692-4282
PROVENANCE MEALS,BROOKLYN,301,COLUMBIA ST,11231,(512)710-7768
PROVIDENCE EQUITY,MANHATTAN,31,W 52ND ST,10019,(212)588-6700
PROVINI CAFE,BROOKLYN,1302,8 AVENUE,11215,(718)369-2154
PRUNE,MANHATTAN,54,EAST    1 STREET,10003,(212)677-6221
PS 450,MANHATTAN,450,PARK AVENUE SOUTH,10016,(212)532-7474
PS KITCHEN,MANHATTAN,246,W 48TH ST,10036,(212)651-7247
PSARI,QUEENS,3210,36 AVENUE,11106,(718)786-6015
PSC CAFETERIA,BROOKLYN,177,KENT STREET,11222,(718)383-5290
PUBLIC HOUSE,MANHATTAN,622,3 AVENUE,10017,(212)682-3710
PUBLIQUE ESPRESSO,MANHATTAN,420,W 118TH ST,10027,(646)643-5187
PUEBLA PUEBLA BAR RESTAURANT,QUEENS,42-18A,JUNCTION BLVD,11368,(718)440-8671
PUEBLA RESTAURANT,QUEENS,3922,61ST ST,11377,(718)205-2605
PUEBLA SEAFOOD,QUEENS,9527,ROOSEVELT AVENUE,11372,(718)672-3556
PUEBLO QUERIDO COFFEE,BROOKLYN,195,GREENPOINT AVE,11222,(929)346-2986
PUERTA DEL SOL RESTAURANT,BROOKLYN,1550,BAY RIDGE AVE,11219,(347)492-4488
PUERTO PLATA RESTAURANT,BROOKLYN,3123,FULTON STREET,11208,(718)235-3564
PUERTO PLATA RESTAURANT,QUEENS,14919,JAMAICA AVENUE,11435,(718)526-1126
PUERTO RICO RESTAURANT & PIZZA,BROOKLYN,5616,5TH AVE,11220,(917)386-5726
PUERTO VIEJO RESTAURANT,BROOKLYN,564,GRAND AVENUE,11238,(718)398-3758
PUFFY'S TAVERN,MANHATTAN,81,HUDSON STREET,10013,(212)227-3912
PUGSLEY PIZZA,BRONX,590,EAST  191 STREET,10458,(718)365-0327
PULAU PINANG MALAYSIAN CUISINE,QUEENS,8284,BROADWAY,11373,(718)672-7380
PULQUERIA,MANHATTAN,11,DOYERS STREET,10013,(212)227-3099
PUMPERNICKEL BAGEL & DELICATESSEN,QUEENS,2310,44 DRIVE,11101,(718)361-9422
PUMPS EXOTIC BAR,BROOKLYN,1077,GRAND STREET,11211,(718)599-2474
PUNCH / WINED UP,MANHATTAN,913,BROADWAY,10010,(212)673-6333
PUNCH LINE JUICE BAR,BROOKLYN,701,NOSTRAND AVE,11216,(718)856-7500
PUNDA TIBETAN RESTAURANT,QUEENS,3935,47TH AVE,11104,(718)806-1485
PUNJABI DHABA CATERING & SWEETS,QUEENS,11916,101 AVENUE,11419,(718)487-8002
PUNJABI DINER,QUEENS,11601A,101ST AVE,11419,(718)846-3900
PUNJABI INDIAN & AMERICAN RESTAURANT,QUEENS,16020,46 AVENUE,11358,(718)321-8429
PUNJABI KABAB AND GYRO,QUEENS,10803,101ST AVE,11416,(718)709-9919
PUNJABI KABAB HOUSE,QUEENS,9152,LEFFERTS BLVD,11418,(718)846-2800
PUNJABI VIRSA RESTAURANT,QUEENS,11805,101ST AVE,11419,(718)805-6300
PUNTA CANA COFFEE SHOP,BROOKLYN,490,DEKALB AVE,11205,(718)789-3300
PUNTO CIBAENO RESTAURANT,QUEENS,16405,89TH AVE,11432,(718)297-3144
PUNTO DE SABOR,MANHATTAN,1464,ST NICHOLAS AVENUE,10033,(212)928-2298
PUNTO DE SABOR EXPRESS,BRONX,200A,WEST 231 STREET,10463,(718)708-8471
PUNTO ROJO,QUEENS,14716,HILLSIDE AVE,11435,(516)747-1329
PUNTO ROJO RESTAURANT AND BAKERY,MANHATTAN,221,1ST AVE,10003,(212)777-0361
PUNTO SABROSO BAKERY,BROOKLYN,3449,FULTON ST,11208,(347)435-0144
PUPUSERIA SALVADORENA,BRONX,1824,WESTCHESTER AVE,10472,(718)409-4013
PURBIRD,BROOKLYN,502,HENRY ST,11231,(718)857-0007
PURBIRD,BROOKLYN,82,6 AVENUE,11217,(718)857-2473
PURDEY & SONS CAFE,QUEENS,8902,165TH ST,11432,(516)993-8050
PURE BISTRO,BROOKLYN,88,5 AVENUE,11217,(718)622-5314
PURE GREEN,BROOKLYN,95,BOERUM PLACE,11201,(917)398-3488
PURE GREEN,MANHATTAN,1035,3RD AVE,10065,(646)419-2503
PURE GREEN,MANHATTAN,152,2ND AVE,10003,(646)461-2124
PURE GREEN,MANHATTAN,45,E 45TH ST,10017,(917)443-8917
PURE GREEN,MANHATTAN,60,E 8TH ST,10003,(212)529-0081
PURE KTCHN,MANHATTAN,352,W 46TH ST,10036,(646)755-8502
PURE THAI RESTAURANT,MANHATTAN,766,9 AVENUE,10019,(212)581-0999
PURITY DINER,BROOKLYN,289,7 AVENUE,11215,(718)840-0881
PURPLE DOUGH,QUEENS,3805,69TH ST,11377,(718)433-9923
PURPLE RICE KOREAN KITCHEN,MANHATTAN,263,W 30TH ST,10001,(646)861-3536
PURPLE YAM,BROOKLYN,1314,CORTELYOU ROAD,11226,(718)940-8188
PUSH FITNESS CLUB,QUEENS,18810,UNION TPKE,11366,(718)464-7874
PUSH FITNESS CLUB OF FRESH MEADOWS,QUEENS,18810,UNION TPKE,11366,(718)464-7874
PUTAWN LOCAL THAI KITCHEN,MANHATTAN,1584,1ST AVE,10028,(212)988-8800
PUTNAM'S,BROOKLYN,419,MYRTLE AVENUE,11205,(347)799-2382
PYE BOAT NOODLE,QUEENS,3513,BROADWAY,11106,(718)685-2329
PYLOS,MANHATTAN,128,EAST 7TH STREET,10009,(212)473-0220
PYRAMID,MANHATTAN,101,AVENUE A,10009,(212)228-4888
PYRAMID COFFEE COMPANY,MANHATTAN,535,EAST   70 STREET,10021,(212)774-2695
PYRAMIDS HOOKAH AND BAR,QUEENS,40-19,BELL BOULEVARD,11361,(718)746-6524
PYZA RESTAURANT,BROOKLYN,118,NASSAU AVENUE,11222,(718)349-8829
PZA,QUEENS,NKA,JFK INTL ARPT,11430,(718)679-0452
Panda Chinese Restaurant,BROOKLYN,7323,20TH AVE,11204,(718)259-8868
Panorama of My Silence-Heart,QUEENS,84-73,PARSONS BOULEVARD,11432,(718)206-4960
Paper Daisy/C & B Cafe,MANHATTAN,41,ST MARKS PLACE,10003,(212)777-1447
Pho Best II,QUEENS,3907,PRINCE ST,11354,(718)886-7133
Pick-A-Bagel,MANHATTAN,1101,LEXINGTON AVE,10075,(212)517-6590
Pinocchio Restaurant,MANHATTAN,1748,1ST AVE,10128,(212)828-5810
Pitchounette 81,MANHATTAN,245,E 81ST STREET,10028,(917)945-3768
Pizza Supreme,BRONX,5959,BROADWAY,10463,(347)899-8470
Platinum Dolls Gentlemen's Club & Spots Bar,MANHATTAN,725,7TH AVE,10019,(954)709-6284
Platinum Lounge,QUEENS,14014,ROCKAWAY BLVD,11436,(201)736-7842
Playwright Celtic Pub,MANHATTAN,732,8 AVENUE,10036,(212)354-8404
PokeRice,MANHATTAN,162,W 4TH ST,10014,(212)300-4578
Pressed Juicery,BROOKLYN,166,N 7TH ST,11211,(310)477-7171
Q & I Bakery,BROOKLYN,6516,11TH AVE,11219,(718)238-2638
Q & N FOOD,MANHATTAN,107,E 125TH ST,10035,(212)860-2021
Q CAFE (QUEENS COLLEGE),QUEENS,6330,KISSENA BOULEVARD,11367,(718)570-0334
Q KACHAPA RESTAURANT,BRONX,5625,BROADWAY,10463,(718)432-0002
Q MARQET,MANHATTAN,38,E 98TH ST,10029,(212)831-1754
Q Q STAR,BROOKLYN,9212,4TH AVE,11209,(718)833-8078
Q S PALACE,BROOKLYN,2307,65TH ST,11204,(718)942-4137
Q TOWN ASIAN CUISINE,QUEENS,8287,BROADWAY,11373,(718)898-8281
Q'KACHAPA,MANHATTAN,1552,SAINT NICHOLAS AVE,10040,(212)928-2898
Q'S TAVERN,BROOKLYN,761,NOSTRAND AVENUE,11216,(718)774-9021
Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,22205,56 AVENUE,11364,(718)281-5207
QATHRA CAFE,BROOKLYN,1112,CORTELYOU RD,11218,(347)305-3250
QDOBA MEXICAN EATS,STATEN ISLAND,1275,WOODROW RD,10309,(718)966-1353
QDOBA MEXICAN GRILL,QUEENS,6140,188 STREET,11365,(718)454-9400
QDOBA MEXICAN GRILL,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,(718)995-0838
QDOBA MEXICAN GRILL,STATEN ISLAND,7001,AMBOY RD,10307,(718)356-1481
QDOBA Mexican Eats,BROOKLYN,1422,MYRTLE AVE,11237,(347)627-3905
QED,QUEENS,2716,23RD AVE,11105,(347)451-3873
QIDU RESTAURANT,QUEENS,13521,40TH RD,11354,(718)661-1660
QINGDAO,QUEENS,4046,MAIN ST,11354,(929)258-2233
QIU'S HOUSE CHINESE & JAPANESE RESTURANT,BROOKLYN,2229,65TH ST,11204,(917)601-3221
QQ BAKERY,MANHATTAN,50,E BROADWAY,10002,(212)226-2288
QQ CAFE,MANHATTAN,67,E BROADWAY,10002,(212)791-2819
QUAD CINEMA,MANHATTAN,34,W 13TH ST,10011,(212)255-2243
QUAINT,QUEENS,4610,SKILLMAN AVENUE,11104,(917)779-9220
QUALITY CHEF,BRONX,1595,WILLIAMSBRIDGE ROAD,10461,(718)828-1818
QUALITY EATS,MANHATTAN,1496,2ND AVE,10075,(212)256-9922
QUALITY EATS,MANHATTAN,19,GREENWICH AVE,10014,(212)337-9988
QUALITY EATS,MANHATTAN,3,E 28TH ST,10016,(212)257-8882
QUALITY FOOD CHINESE RESTAURANT,BRONX,3573,E TREMONT AVE,10465,(718)828-8822
QUALITY GRILL & GYRO,BRONX,1805,EDISON AVE,10461,(718)792-5534
QUALITY ITALIAN STEAKHOUSE,MANHATTAN,57,WEST 57 STREET,10019,(212)390-1111
QUALITY MEATS,MANHATTAN,57,WEST   58 STREET,10019,(212)371-7777
QUAN SUSHI & GRILL,MANHATTAN,375,BROOME ST,10013,(212)226-3235
QUANTUM LEAP,MANHATTAN,1103,1ST AVE,10065,(212)371-3888
QUANTUM LEAP,MANHATTAN,226,THOMPSON ST,10012,(212)677-8050
QUARTER,BROOKLYN,676,5 AVENUE,11215,(718)788-0989
QUARTINO BOTTEGA ORGANICA,MANHATTAN,11,BLEECKER STREET,10012,(212)529-5133
QUE RICO TACO,QUEENS,3307,89TH ST,11372,(718)639-4202
QUE SABOR BAKERY CAFE,QUEENS,8460,GRAND AVENUE,11373,(718)396-3138
QUE SABROSURA RESTAURANT,BRONX,48,EAST  183 STREET,10453,(718)365-2200
QUECHUA NOSTRA,MANHATTAN,1634,LEXINGTON AVENUE,10029,(212)410-0707
QUEEN BAKERY II,MANHATTAN,139,CENTRE STREET,10013,(212)965-0788
QUEEN BEE'S TAVERN,BROOKLYN,3023,CHURCH AVENUE,11226,(646)651-0911
QUEEN OF SHEBA ETHIOPIAN RESTAURANT,MANHATTAN,650,10 AVENUE,10036,(212)397-0610
QUEEN OF TACOS,BRONX,9,EAST MOSHOLU PARKWAY NORTH,10467,(718)652-1253
QUEEN RESTAURANT,BROOKLYN,84,COURT STREET,11201,(718)596-5954
QUEEN SHEEBA RESTAURANT,MANHATTAN,317,WEST 141 STREET,10030,(212)862-6149
QUEEN VIC,MANHATTAN,68,SECOND AVENUE,10003,(212)254-5766
QUEEN'S PIZZA,QUEENS,11614,QUEENS BOULEVARD,11375,(718)544-5800
QUEENS BEERHOUSE,QUEENS,9250,59TH AVE,11373,(646)244-1600
QUEENS BLVD PIZZERIA,QUEENS,8904,QUEENS BLVD,11373,(718)205-5097
QUEENS BREWERY,QUEENS,1539,COVERT ST,11385,(646)265-2049
QUEENS BUFFET,QUEENS,9010,ATLANTIC AVENUE,11416,(718)323-7799
QUEENS BULLY,QUEENS,11330,QUEENS BLVD,11375,(718)520-8600
QUEENS BURGER,QUEENS,11000,ROCKAWAY BOULEVARD,11420,(718)215-3308
QUEENS COLLEGE STUDENT UNION SA DINER,QUEENS,6330,KISSENA BOULEVARD,11367,(718)997-3997
QUEENS COMFORT,QUEENS,3618,30TH AVE,11103,(718)721-3800
QUEENS FRIED CHICKEN,QUEENS,10911,FARMERS BLVD,11412,(718)500-3278
QUEENS LIBRARY EMPLOYEE CAFETERIA & CAFE CENTRAL,QUEENS,8911,MERRICK BLVD,11432,(718)480-4304
QUEENS ROOM,QUEENS,3602,DITMARS BLVD,11105,(347)987-3994
QUEENS SEAFOOD RESTAURANT,QUEENS,8222,45TH AVE,11373,(718)478-3330
QUEENS SWEET YUMMY HOUSE,QUEENS,8313,BROADWAY,11373,(917)325-2761
QUEENS WILDLIFE CENTER (Kiosk),QUEENS,15,CAROUSEL WAY,11355,(718)741-1426
QUEENSYARD,MANHATTAN,500,W 33RD ST,10001,(212)377-0780
QUENTIN PIZZERIA,BROOKLYN,3211,QUENTIN RD,11234,(718)376-5384
QUETZAL RESTAURANT & BAKERY,BROOKLYN,6420,17 AVENUE,11204,(718)621-4000
QUETZALITO RESTAURANT,BROOKLYN,964,MCDONALD AVE,11230,(347)240-2930
QUEZADA RESTAURANT,BROOKLYN,1212,FLATBUSH AVENUE,11226,(718)282-0622
QUICK & PAY PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,(212)387-8200
QUICK GRILL JAPAN,STATEN ISLAND,1445,RICHMOND AVE,10314,(718)682-1786
QUICK N FRESH,QUEENS,323,WYCKOFF AVE,11385,(718)366-4100
QUICKLY,QUEENS,8306,BROADWAY,11373,(718)803-3668
QUICKWAY TERIYAKI KITCHEN,BROOKLYN,1513A,MYRTLE AVE,11237,(347)825-9092
QUIJOTE,QUEENS,3106,36 AVENUE,11106,(929)307-6007
QUINOA,BROOKLYN,287,BEDFORD AVE,11211,(201)986-6268
QUISQUEYA RESTAURANT,QUEENS,9701,ROOSEVELT AVENUE,11368,(718)478-0704
QWNS CAFE,QUEENS,2235,31ST ST,11105,(718)571-9130
R & J CARIBBEAN RESTAURANT,BROOKLYN,1210,FLATBUSH AVE,11226,(917)971-1252
R & J LOUNGE,MANHATTAN,109,E 116TH ST,10029,(646)785-5832
R & T PIZZA,MANHATTAN,2236,AMSTERDAM AVE,10032,(212)795-9019
R&D FOODS,BROOKLYN,602,VANDERBILT AVE,11238,(347)915-1196
R&R COFFEE,MANHATTAN,76,FULTON STREET,10038,(646)449-8908
R.C.L Enterprises inc,QUEENS,14122,ROCKAWAY BOULEVARD,11436,(718)529-3576
R.J.'S PLACE,BROOKLYN,1058,RUTLAND ROAD,11212,(718)812-9225
R17 SEAPORT NYC,MANHATTAN,95,SOUTH ST,10038,(917)512-7531
RA @ Y & R,MANHATTAN,3,COLUMBUS CIRCLE,10019,(212)210-3018
RAAN KWAY TEOW,QUEENS,7814,ROOSEVELT AVE,11372,(929)424-3315
RAB'S COUNTRY LANE,STATEN ISLAND,1600,HYLAN BOULEVARD,10305,(718)979-1600
RABBIT  HOUSE,MANHATTAN,76,FORSYTH ST,10002,(212)313-4200
RABBIT CLUB,MANHATTAN,124,MACDOUGAL ST,10012,(646)643-3434
RABBIT HOUSE,MANHATTAN,41,ESSEX ST,10002,(646)266-3286
RACINES,MANHATTAN,94,CHAMBERS ST,10007,(212)227-3400
RACO CALIENDO PIZZA,BROOKLYN,1512,FULTON ST,11216,(718)774-3043
RACQUET & TENNIS CLUB,MANHATTAN,370,PARK AVENUE,10022,(212)753-9700
RADEGAST HALL & BIERGARTEN,BROOKLYN,113,NORTH 3 STREET,11249,(718)963-3973
RADHUNI SWEETS & RESTAURANT,BROOKLYN,483,MCDONALD AVE,11218,(718)972-0072
RADIANCE,MANHATTAN,208,EAST   50 STREET,10022,(212)888-8060
RADIANCE TEA HOUSE & BOOKS,MANHATTAN,158,WEST   55 STREET,10019,(212)217-0442
RADIO AMSTERDAM,MANHATTAN,407,AMSTERDAM AVE,10024,(212)882-1907
RADIO CITY MUSIC HALL,MANHATTAN,1260,AVENUE OF THE AMERICAS,10020,(212)485-7000
RADIO CITY MUSIC HALL,MANHATTAN,1260,AVENUE OF THE AMERICAS,10020,(212)485-7200
RADIO CITY MUSIC HALL,MANHATTAN,1260,AVENUE OF THE AMERICAS,10020,(212)485-7485
RADIO STAR,MANHATTAN,3,WEST 35 STREET,10001,(212)564-2520
RADISSON JFK - CONNECTIONS,QUEENS,13530,140 STREET,11436,(718)322-2300
RAENU THAI,MANHATTAN,844,AMSTERDAM AVE,10025,(917)684-3099
RAFINA,QUEENS,4611,BROADWAY,11103,(718)269-7100
RAG TOP,BROOKLYN,1308,UTICA AVENUE,11203,(347)858-2593
RAHI,MANHATTAN,60,GREENWICH AVE,10011,(212)373-8900
RAI RAI KEN,MANHATTAN,1467,AMSTERDAM AVE,10027,(917)639-3342
RAI RAI KEN,MANHATTAN,218,EAST   10 STREET,10003,(212)477-7030
RAICES,MANHATTAN,565,W 207TH ST,10034,(212)729-3814
RAICES COLOMBIANAS,QUEENS,8602,37TH AVE,11372,(718)779-7975
RAIN II,MANHATTAN,1095,SAINT NICHOLAS AVE,10032,(347)583-4044
RAINBOW BAKERY & ICE CREAM,QUEENS,7318,BROADWAY,11373,(718)429-0786
RAINBOW BAKERY AND CAFE,QUEENS,8618,QUEENS BLVD,11373,(718)478-8886
RAINBOW BERRY,QUEENS,8001,37TH AVE,11372,(718)396-0809
RAINBOW CHINESE RESTAURANT,BRONX,613,E TREMONT AVE,10457,(718)294-3508
RAINBOW CHINESE RESTAURANT,QUEENS,5121,43 AVENUE,11377,(718)565-0888
RAINBOW DINER,BRONX,2197,WHITE PLAINS ROAD,10462,(718)823-7715
RAINBOW FALAFEL,MANHATTAN,26,EAST   17 STREET,10003,(212)691-8641
RAINBOW ROOM,MANHATTAN,30,ROCKEFELLER PLAZA,10112,(212)632-5000
RAINES LAW ROOM,MANHATTAN,48,WEST   17 STREET,10011,(212)242-0600
RAINHAS,QUEENS,10801,NORTHERN BOULEVARD,11368,(718)779-8808
RAIZES CHURRASCARIA,BROOKLYN,139,NASSAU AVE,11222,(718)389-0088
RAJ MAHAL INDIAN RESTAURANT,MANHATTAN,322,EAST    6 STREET,10003,(212)982-3632
RAJA SWEETS & FAST FOOD,QUEENS,7231,37 AVENUE,11372,(718)424-3600
RAJDHANI INDIAN RESTUARANT,QUEENS,20608,HILLSIDE AVENUE,11427,(718)464-9100
RAKU,MANHATTAN,342,E 6TH ST,10003,(212)228-1324
RAKU IT'S JAPANESE II,MANHATTAN,57,WEST   76 STREET,10023,(212)873-1220
RAKU RESTAURANT,MANHATTAN,48,MACDOUGAL ST,10012,(212)989-4797
RAKUZEN,BROOKLYN,6408,FORT HAMILTON PKWY,11219,(718)238-0008
RAKUZEN,QUEENS,8923,QUEENS BLVD,11373,(718)505-8883
RALPH'S COFFEE,MANHATTAN,160,5TH AVE,10010,(212)627-2040
RALPH'S COFFEE,MANHATTAN,888,MADISON AVE,10021,(212)650-4590
RALPH'S FAMOUS ITALIAN ICES,MANHATTAN,370,2ND AVE,10010,(917)409-0027
RALPH'S FAMOUS ITALIAN ICES,QUEENS,1248,CLINTONVILLE STREET,11357,(718)746-1456
RALPH'S FAMOUS ITALIAN ICES,QUEENS,7301,METROPOLITAN AVE,11379,(631)747-7809
RALPH'S FAMOUS ITALIAN ICES,STATEN ISLAND,3285,RICHMOND AVENUE,10312,(718)967-1212
RALPH'S FAMOUS ITALIAN ICES,STATEN ISLAND,6272,AMBOY ROAD,10309,(718)605-8133
