,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
19538,Root & Bone,Manhattan,200,E 3RD ST,10009,(917)981-7189,17.35,B
19539,Root Hill Cafe,Brooklyn,262,4TH AVE,11215,(917)251-9336,19.291666666666668,B
19540,Roots Cafe,Brooklyn,639,5TH AVE,11215,(315)529-6536,12.0,A
19541,Roots Theory,Queens,2204,33RD ST,11105,(718)223-3368,36.25,C
19542,Ropes & Gray Cafe,Manhattan,1211,AVENUE OF THE AMERICAS,10036,(212)596-9077,14.333333333333334,B
19543,Rosa Mexicano,Manhattan,1063,FIRST AVENUE,10022,(212)753-7407,18.227272727272727,B
19544,Rosa Mexicano,Manhattan,61,COLUMBUS AVENUE,10023,(212)977-7700,21.03448275862069,B
19545,Rosa Mexicano,Manhattan,9,EAST   18 STREET,10003,(212)533-3350,11.285714285714286,A
19546,Rosa Mexicano Tribeca,Manhattan,41,MURRAY ST,10007,(212)849-2885,14.23076923076923,B
19547,Rosa'S Bakery,Brooklyn,5824,4 AVENUE,11220,(718)492-1470,25.979166666666668,B
19548,Rosa'S Cafe,Queens,3003,38 AVENUE,11101,(718)784-7906,14.6,B
19549,Rosa'S Pizza,Queens,3101,21ST ST,11106,(718)726-1295,22.40909090909091,B
19550,Rosa'S Pizza,Queens,5526,69 STREET,11378,(718)446-5910,27.324324324324323,C
19551,Rosa'S Pizza & Pasta,Queens,6265,FRESH POND ROAD,11385,(718)497-7672,16.0,B
19552,Rosa'S Pizza & Pasta,Queens,7559,METROPOLITAN AVENUE,11379,(718)894-4707,24.074074074074073,B
19553,Rosalia Pizza,Queens,10315,QUEENS BLVD,11375,(718)459-0300,17.625,B
19554,Rosalia'S Cafe,Brooklyn,615,NOSTRAND AVE,11216,(718)758-4640,19.333333333333332,B
19555,Rosamaria Gelateria,Queens,2392,27TH ST,11105,(718)721-3200,8.75,A
19556,Rosarina Bakery,Bronx,5219,BROADWAY,10463,(646)449-9278,23.814814814814813,B
19557,Rosario Deli,Queens,2255,31 STREET,11105,(718)728-2920,19.94736842105263,B
19558,Rosario Pizza,Brooklyn,374,CENTRAL AVENUE,11221,(718)455-0949,9.5,A
19559,Rosario'S Ihawan,Queens,4009,69TH ST,11377,(718)458-3300,28.5,C
19560,Rosario'S Pizza,Manhattan,173,ORCHARD STREET,10002,(212)777-9813,25.870967741935484,B
19561,Rosarito Fish Shack & Shelter Pizza,Brooklyn,170,WYTHE AVENUE,11249,(718)388-8833,16.133333333333333,B
19562,Rose & Jade Bars,Manhattan,2,LEXINGTON AVENUE,10010,(212)920-3300,28.181818181818183,C
19563,Rose Bakery,Manhattan,160,LEXINGTON AVE,10016,(646)837-7754,14.647058823529411,B
19564,Rose Bengal,Queens,7701,101 AVENUE,11416,(718)848-5300,22.151515151515152,B
19565,Rose Cake House,Queens,4327,MAIN ST,11355,(917)621-8762,24.857142857142858,B
19566,Rose Flower Kitchen,Bronx,383,BEDFORD PARK BLVD,10458,(718)364-3542,9.4,A
19567,Rose Hookah Lounge,Queens,2352,STEINWAY STREET,11105,(646)287-2713,10.9,A
19568,Rose Lounge,Queens,8925,130TH ST,11418,(917)226-1013,71.0,C
19569,Rose Pizza,Manhattan,1,PENN PLAZA,10119,(212)594-7817,5.75,A
19570,Rose Valley Cakes,Queens,13403,LIBERTY AVENUE,11419,(718)523-2253,9.666666666666666,A
19571,Rose Water,Brooklyn,787,UNION STREET,11215,(718)783-3800,15.333333333333334,B
19572,Rose Wolf Coffee,Brooklyn,867,METROPOLITAN AVE,11211,(646)705-2046,7.0,A
19573,Rose'S,Brooklyn,295,FLATBUSH AVE,11217,(718)230-0427,43.111111111111114,C
19574,Rose'S Pizza & Pasta,Manhattan,1,PENN PLZ,10119,(212)594-7817,7.875,A
19575,Rosebank Pizza,Staten Island,1372,BAY ST,10305,(718)447-5300,17.928571428571427,B
19576,Rosebank Tavern,Staten Island,1258,BAY STREET,10305,(718)447-9423,20.136363636363637,B
19577,Rosella'S Pizzeria,Manhattan,164,WILLIAM STREET,10038,(212)612-8260,14.692307692307692,B
19578,Rosemary'S Bakery And Juice Bar,Bronx,1926,CROSS BRONX EXPY,10472,(347)972-6968,8.0,A
19579,Rosen'S Cafe,Manhattan,2,BROADWAY,10004,(212)785-9822,15.72,B
19580,Rosie O'Grady Restaurant,Manhattan,800,7 AVENUE,10019,(212)582-2975,9.090909090909092,A
19581,Rosie'S,Manhattan,29,E 2ND ST,10003,(212)335-0114,22.818181818181817,B
19582,Rosmar Deli Restaurant,Queens,12605,36TH AVE,11368,(347)665-8538,25.916666666666668,B
19583,Ross Code Lounge,Queens,11715,101ST AVE,11419,(917)468-7437,5.5,A
19584,Rossini'S,Manhattan,108,EAST   38 STREET,10016,(212)683-0135,24.071428571428573,B
19585,Rossopomodoro,Manhattan,118,GREENWICH AVE,10011,(212)242-2310,10.5,A
19586,Rossville Pizzeria,Staten Island,960,BLOOMINGDALE ROAD,10309,(718)227-4444,31.0625,C
19587,Rossy'S Bakery & Coffee Shop,Manhattan,242,EAST    3 STREET,10009,(212)253-2424,14.277777777777779,B
19588,Rotana Hookah Place,Queens,2551A,STEINWAY STREET,11103,(646)251-0493,14.733333333333333,B
19589,Roth Bar,Manhattan,548,W 22ND ST,10011,(212)790-3900,6.666666666666667,A
19590,Roti Boti Restaurant,Queens,2709,21 STREET,11102,(718)278-7888,21.027027027027028,B
19591,Roti Corner Restaurant,Queens,18018,HILLSIDE AVENUE,11432,(718)657-7908,11.692307692307692,A
19592,Roti Express,Queens,17321,JAMAICA AVENUE,11432,(718)480-6469,15.814814814814815,B
19593,Roti Mediterranean Grill,Manhattan,100,MAIDEN LANE,10038,(646)494-3359,24.363636363636363,B
19594,Roti Mediterranean Grill,Manhattan,142,EAST 43 STREET,10017,(212)682-0126,14.791666666666666,B
19595,Roti On The Run,Brooklyn,189,NORWOOD AVENUE,11208,(718)235-4414,23.825,B
19596,Roti Paradise,Queens,21151,JAMAICA AVE,11428,(347)795-3934,27.727272727272727,C
19597,Roti Roll / Suite,Manhattan,992,AMSTERDAM AVENUE,10025,(212)666-1500,22.90625,B
19598,Rotisserie,Manhattan,225,LIBERTY ST,10280,(212)981-8588,17.0,B
19599,Rotisserie Georgette,Manhattan,14,E 60TH ST,10022,(212)390-8060,17.22222222222222,B
19600,Rough Trade,Brooklyn,64,N 9TH ST,11249,(718)388-4111,17.4,B
19601,Round 2 Cafe,Brooklyn,1165,UTICA AVE,11203,(347)442-0825,30.183673469387756,C
19602,Round K,Manhattan,99,ALLEN ST,10002,(917)475-1423,12.461538461538462,A
19603,Round Pie Pizza Company,Staten Island,1957,VICTORY BLVD,10314,(718)524-0000,21.88888888888889,B
19604,Route 66 American Bbq,Manhattan,79,PEARL ST,10004,(212)943-1602,17.77777777777778,B
19605,Route 66 Cafe,Manhattan,858,9 AVENUE,10019,(212)977-7600,19.558823529411764,B
19606,Rove,Queens,7227,AUSTIN ST,11375,(347)233-3183,9.1,A
19607,Row House,Manhattan,2128,FREDERICK DOUGLASS BLVD,10026,(212)256-0019,14.266666666666667,B
19608,Row Nyc/District M,Manhattan,270,W 45 ST,10036,(212)869-3600,12.0,A
19609,Rowe Studios Lounge,Manhattan,410,W 42ND ST,10036,(212)582-5472,13.545454545454545,A
19610,Rowland'S Bar And Grill/Chef Street,Manhattan,151,W 34TH ST,10001,(212)868-3001,22.076923076923077,B
19611,Roxy Diner,Manhattan,694,8TH AVE,10036,(212)575-9700,21.733333333333334,B
19612,Roy Arias Stages,Manhattan,777,8TH AVE,10036,(917)767-9092,4.0,A
19613,Roy'S Restaurnt & Bar,Bronx,880,EAST TREMONT AVE,10460,(917)471-8937,31.977777777777778,C
19614,Royal 35 Steak House,Manhattan,1,E 35TH ST,10016,(212)804-7276,13.384615384615385,A
19615,Royal Bakery & Roti Shop,Brooklyn,618,NOSTRAND AVENUE,11216,(718)604-0200,9.857142857142858,A
19616,Royal Bangladesh Indian Restaurant,Manhattan,93,1 AVENUE,10003,(212)674-6209,27.625,C
19617,Royal Caribbean Bakery & Restaurant,Bronx,3815,DYRE AVE,10466,(718)994-5544,32.355555555555554,C
19618,Royal Crown Bakery Cafe,Staten Island,1350,HYLAN BOULEVARD,10305,(718)668-0284,19.46153846153846,B
19619,Royal Cucina,Staten Island,1352,HYLAN BOULEVARD,10305,(718)987-5771,17.928571428571427,B
19620,Royal Cuisine Yard Food,Brooklyn,324A,UTICA AVE,11213,(347)404-6346,33.979166666666664,C
19621,Royal Curry & Kabab,Manhattan,19-25,ST NICHOLAS AVENUE,10026,(212)678-4434,12.666666666666666,A
19622,Royal Elite Palace Caterers Llc,Queens,6902,GARFIELD AVE,11377,(718)565-2001,19.68,B
19623,Royal Falafel & Shawarma,Brooklyn,230,CALYER ST,11222,(718)383-7500,5.0,A
19624,Royal Fried Chicken,Brooklyn,496,ROCKAWAY PARKWAY,11212,(718)346-8100,21.8,B
19625,Royal Fried Chicken,Manhattan,13,AVENUE D,10009,(718)353-7104,34.08695652173913,C
19626,Royal India Palace And Restaurant,Queens,11808,ATLANTIC AVENUE,11419,(718)846-7600,30.105263157894736,C
19627,Royal Jerk,Brooklyn,805,VAN SICLEN AVE,11207,(718)708-6900,13.0,A
19628,Royal King'S Pizza,Brooklyn,5211,5 AVENUE,11220,(718)492-3846,10.0,A
19629,Royal Pizza,Brooklyn,945,PENNSYLVANIA AVENUE,11207,(718)272-0108,7.5,A
19630,Royal Pizza,Manhattan,592,3 AVENUE,10016,(212)685-3619,5.75,A
19631,Royal Pizzeria,Queens,5506,MYRTLE AVE,11385,(718)497-7090,18.65625,B
19632,Royal Queen/The Real Ktv,Queens,13620,ROOSEVELT AVE,11354,(718)358-3388,23.755102040816325,B
19633,Royal Rib House,Brooklyn,303,HALSEY STREET,11216,(718)453-9284,9.666666666666666,A
19634,Royal Seafood Cuisine,Manhattan,103-105,MOTT ST,10013,(212)219-2338,13.647058823529411,A
19635,Royalcoach Diner,Bronx,3250,BOSTON POST RD,10469,(718)653-1716,21.0,B
19636,Royale,Manhattan,157,AVENUE C,10009,(212)254-6600,34.125,C
19637,Royalton Hotel,Manhattan,44,W 44TH ST,10036,(212)768-5100,51.09090909090909,C
19638,Roys Rest & Sports Bar,Queens,11101,LIBERTY AVENUE,11419,(718)641-2254,25.071428571428573,B
19639,Rpm,Manhattan,266,BROOME STREET,10002,(646)918-6529,7.857142857142857,A
19640,Rrr Lounge,Queens,8718,LIBERTY AVE,11417,(347)408-6935,35.666666666666664,C
19641,Ru Yi Broadway Restaurant,Queens,8334,BROADWAY,11373,(718)639-3366,13.090909090909092,A
19642,Ru Yi Dumpling,Brooklyn,5221,FORT HAMILTON PKWY,11219,(646)431-0949,9.8,A
19643,Ruammit Thai,Brooklyn,742,NOSTRAND AVE,11216,(347)559-9744,10.75,A
19644,Rubby Pizzeria Restaurant,Manhattan,862,10 AVENUE,10019,(212)757-3707,15.736842105263158,B
19645,Ruben'S Empanadas,Manhattan,77,PEARL STREET,10004,(212)361-6323,9.0,A
19646,Rubens Pizzeria-El Pollo Peruvian Cuisine,Brooklyn,1533,70 STREET,11228,(718)331-8821,31.27027027027027,C
19647,Rubi Rosa Restaurant & Bar,Queens,8407,NORTHERN BOULEVARD,11372,(718)607-7669,16.5,B
19648,Rubin Museum-Gabriel Vega,Manhattan,150,W 17TH ST,10011,(212)620-5000,16.444444444444443,B
19649,Rubirosa Pizza & Ristorante,Manhattan,235,MULBERRY STREET,10012,(212)965-0500,14.541666666666666,B
19650,Ruby Kitchen Chan Inc,Brooklyn,162,PARK PL,11217,(718)789-4633,23.25,B
19651,Ruby Tuesday,Manhattan,7,TIMES SQUARE TOWER,10036,(212)382-3898,16.0,B
19652,Ruby'S,Brooklyn,1213,BOARDWALK,11224,(718)782-9722,19.5,B
19653,Ruby'S & Little Ruby'S,Manhattan,219,MULBERRY STREET,10012,(212)925-5755,26.551724137931036,B
19654,Ruby'S Cafe,Manhattan,442,3RD AVE,10016,(917)705-8363,17.8,B
19655,Ruby'S Restaurant,Bronx,600,VAN NEST AVE,10460,(646)919-9059,18.8,B
19657,Ruchi Indian Cuisine,Manhattan,120,CEDAR STREET,10006,(212)227-8454,34.244897959183675,C
19658,Rucola,Brooklyn,190,DEAN STREET,11217,(718)576-3209,12.565217391304348,A
19659,Ruddy And Dean,Staten Island,44,RICHMOND TERRACE,10301,(718)816-4400,18.23076923076923,B
19660,Rudy'S Bakery,Queens,905,SENECA AVENUE,11385,(718)821-5890,11.0,A
19661,Rudy'S Bar & Grill,Manhattan,627,9 AVENUE,10036,(646)707-0890,17.375,B
19662,Rudy'S Deli Restaurant,Queens,5430,48 STREET,11378,(718)937-7168,23.0,B
19663,Rue 57,Manhattan,60,WEST   57 STREET,10019,(212)307-5656,27.161290322580644,C
19664,Ruffian Wine Bar,Manhattan,125,E 7TH ST,10009,(212)777-0855,13.272727272727273,A
19665,Ruffles Bar,Queens,919,CROSSBAY BOULEVARD,11693,(718)318-2300,8.0,A
19666,Ruinas De Copan,Bronx,483,BROOK AVENUE,10455,(718)585-6473,21.564102564102566,B
19667,Rulay Lounge Bar & Restaurant,Bronx,2959,WEBSTER AVE,10458,(929)265-9357,40.96296296296296,C
19668,Ruma'S Kitchen,Queens,3701,61ST ST,11377,(718)899-9100,45.25,C
19669,Rumi Cafe,Staten Island,1881,VICTORY BLVD,10314,(646)898-9596,19.142857142857142,B
19670,Rumours,Manhattan,933,8 AVENUE,10019,(212)757-2373,18.25,B
19671,Rumpus Room,Manhattan,249,ELDRIDGE STREET,10002,(212)777-5153,12.727272727272727,A
19672,Runner & Stone,Brooklyn,285,3 AVENUE,11215,(718)576-3360,19.142857142857142,B
19673,Running Cool Restaurant,Bronx,2263,JEROME AVE,10453,(718)562-6648,11.8,A
19674,Running Kids,Brooklyn,856,64TH ST,11220,(917)250-8192,8.0,A
19675,Russ & Daughters At The Jewish Museum,Manhattan,1109,5TH AVE,10128,(646)795-6224,21.0,B
19676,Russ & Daughters Cafe,Manhattan,127,ORCHARD ST,10002,(212)475-4881,12.428571428571429,A
19677,Russian Baths,Brooklyn,1075,SHEEPSHEAD BAY RD,11229,(718)332-1676,8.615384615384615,A
19678,Russian Samovar,Manhattan,256,WEST   52 STREET,10019,(212)757-0168,15.428571428571429,B
19679,Russian Turkish Baths,Manhattan,268,EAST   10 STREET,10009,(212)545-0665,18.6,B
19680,Russian Vodka Room,Manhattan,265,WEST   52 STREET,10019,(212)307-5835,28.0,C
19681,Russo'S On The Bay,Queens,16245,CROSS BAY BOULEVARD,11414,(718)843-5055,9.333333333333334,A
19682,Rustic Table,Manhattan,500,W 42ND ST,10036,(212)244-0744,12.428571428571429,A
19683,Rustik 471,Brooklyn,471,DEKALB AVENUE,11205,(347)406-9700,18.41176470588235,B
19684,Rusty'S Bar,Staten Island,879,FOREST AVENUE,10310,(718)273-5501,15.642857142857142,B
19685,Rusty'S Flavor,Manhattan,2261,ADAM CLAYTON POWELL JR BLVD,10030,(212)368-3403,32.17857142857143,C
19686,Ruta Del Sabor,Staten Island,1278,CASTLETON AVE,10310,(718)447-0930,17.666666666666668,B
19687,Ruth M Liedys Shore Inn,Staten Island,748,RICHMOND TER,10301,(718)447-9240,24.8125,B
19688,Ruth'S Chris Steakhouse,Manhattan,148,WEST   51 STREET,10020,(212)245-9600,16.666666666666668,B
19689,Ruzana,Brooklyn,486,85TH ST,11209,(347)662-6208,45.275,C
19690,Rw Prime,Queens,11000,ROCKAWAY BOULEVARD,11420,(718)215-3336,8.666666666666666,A
19691,Ryan Maguire'S Bar & Restaurant,Manhattan,28,CLIFF STREET,10038,(212)566-6906,7.857142857142857,A
19692,Ryan'S Daughter Cafe,Manhattan,350,EAST   85 STREET,10028,(212)628-2613,12.666666666666666,A
19693,Ryehouse,Manhattan,11,WEST 17 STREET,10011,(212)255-7260,10.923076923076923,A
19694,Ryujin Ramen,Brooklyn,513,GRAND ST,11211,(718)709-9888,18.057142857142857,B
19695,Radio City Pizza,Manhattan,142,W 49TH ST,10019,(212)843-3747,23.333333333333332,B
19696,Rafele,Manhattan,29,7 AVENUE SOUTH,10014,(212)252-1999,15.941176470588236,B
19697,Raise New York,Manhattan,416,3 AVENUE,10016,(212)481-1712,16.533333333333335,B
19698,Raj'S Indian Kitchen,Queens,2718,QUEENS PLZ S,11101,(646)210-8734,19.555555555555557,B
19699,Ratatouille,Manhattan,154,E 39TH ST,10016,(212)922-0505,16.058823529411764,B
19700,Ratner Cafe,Brooklyn,145,BROOKLYN AVE,11213,(207)272-3346,17.2,B
19701,Ravel Garden Grill,Queens,818,QUEENS PLZ S,11101,(718)289-6120,19.77777777777778,B
19702,Reception Bar,Manhattan,45,ORCHARD ST,10002,(310)341-8175,5.0,A
19703,Red Cafe,Queens,4462,21ST ST,11101,(718)361-8884,15.380952380952381,B
19704,Retro Grill & Bar (Holiday Inn),Manhattan,150,DELANCEY ST,10002,(212)475-2500,23.59259259259259,B
19706,Ria Bella,Brooklyn,1049,MANHATTAN AVE,11222,(718)389-4400,10.8,A
19708,Rico Chimi,Manhattan,111,DYCKMAN ST,10040,(212)390-0464,11.0,A
19709,Rincon Melania'S,Queens,3511,QUEENS BLVD,11101,(917)771-7155,15.733333333333333,B
19711,Rochelle'S/205 Club,Manhattan,19,STANTON ST,10002,(212)673-2400,19.925925925925927,B
19713,Romanoff Restaurant,Brooklyn,2670,CONEY ISLAND AVE,11235,(718)332-0222,15.363636363636363,B
19714,Romeo'S Pizza And Pasta,Queens,10320,LIBERTY AVE,11417,(718)835-9626,16.647058823529413,B
19715,Rosa'S Pizza,Brooklyn,374,METROPOLITAN AVE,11211,(718)963-2378,45.36363636363637,C
19716,Rowe'S Restaurant,Brooklyn,4122,AVENUE D,11203,(718)421-8898,54.5625,C
19717,S & A West Indian Restaurant,Queens,10306,LIBERTY AVENUE,11417,(718)925-2224,16.794117647058822,B
19718,S & T Bagels & Deli,Staten Island,463,FOREST AVENUE,10301,(718)981-2100,6.0,A
19719,S S Calabro Pizzeria,Queens,3065,14 STREET,11102,(718)278-5262,12.461538461538462,A
19720,"S,T Coffee",Brooklyn,343,TOMPKINS AVE,11216,(917)731-5530,17.0,B
19721,S. Wan Cafe,Manhattan,85,ELDRIDGE STREET,10002,(212)966-8269,13.666666666666666,A
19722,S.M.R Restaurant Services,Queens,4605,56 ROAD,11378,(718)361-9826,7.888888888888889,A
19723,S.R. Deli Grocery,Queens,9114,43 AVENUE,11373,(718)476-8059,14.882352941176471,B
19724,Saar Indian Bistro,Manhattan,241,W 51ST ST,10019,(646)609-2142,16.615384615384617,B
19725,Saba Restaurant,Queens,2575,STEINWAY ST,11103,(347)846-9747,8.333333333333334,A
19726,Saba'S Pizza,Manhattan,1217,LEXINGTON AVE,10028,(516)512-9867,14.0,B
19727,Saba'S Pizza,Manhattan,403,AMSTERDAM AVE,10024,(212)787-1118,20.448275862068964,B
19728,Sababa Lounge,Brooklyn,1412,86 STREET,11228,(718)872-7876,12.375,A
19729,Sabai,Manhattan,432,PARK AVE S,10016,(646)476-4521,6.25,A
19730,Sabana Lounge,Bronx,1460,WESTCHESTER AVENUE,10472,(718)620-7100,23.8,B
19731,Sabay Thai,Queens,7519,BROADWAY,11373,(718)424-9054,18.03125,B
19732,Sabba'S Chicken,Bronx,1504,WESTCHESTER AVE,10472,(718)484-9105,43.84615384615385,C
19733,Sabi Sushi,Manhattan,1,NEW YORK PLZ,10004,(646)863-2374,10.846153846153847,A
19734,Sabi Sushi,Manhattan,1,W 58TH ST,10019,(646)755-3230,13.307692307692308,A
19735,Sabi Sushi,Manhattan,2,PENN PLAZA,10121,(845)598-2498,32.94736842105263,C
19736,Sable,Manhattan,1489,2 AVENUE,10075,(212)249-6177,14.416666666666666,B
19737,Sabor A Mexico,Manhattan,1744,FIRST AVENUE,10128,(212)289-2641,7.8,A
19738,Sabor A Mexico Ii,Manhattan,233,EAST   77 STREET,10075,(212)439-8301,7.8,A
19739,Sabor A Mexico Taqueria,Manhattan,160,1 AVENUE,10009,(212)533-4002,7.0,A
19740,Sabor Andino,Brooklyn,6314,14 AVENUE,11219,(718)236-2030,14.263157894736842,B
19741,Sabor Borinqueno # 2,Manhattan,205,EAST  122 STREET,10035,(212)860-2757,20.666666666666668,B
19742,Sabor De Cuba,Queens,3703,31ST AVE,11103,(718)777-1693,10.428571428571429,A
19743,Sabor De Mi Tierra,Queens,4106B,JUNCTION BLVD,11368,(929)349-1227,29.0,C
19744,Sabor Ecuatoriano Bakery,Queens,4042,82ND ST,11373,(917)832-7161,18.75,B
19745,Sabor Guatemalteco,Queens,10316,ROOSEVELT AVE,11368,(347)444-3752,54.13513513513514,C
19746,Sabor Hispano,Queens,3729,103RD ST,11368,(212)361-6164,21.0,B
19747,Sabor Latino,Brooklyn,347,UNION AVENUE,11211,(718)302-3935,13.9,A
19748,Sabor Latino Bar & Grill,Bronx,2968,JEROME AVE,10468,(718)484-4436,27.04,C
19749,Sabor Latino Restaurant,Queens,9535,40 ROAD,11373,(718)457-3966,14.461538461538462,B
19750,Sabor Latino Seafood Restaurant,Bronx,2161,STARLING AVENUE,10462,(718)822-0899,11.75,A
19751,Sabor Norteno,Queens,102-06,43 AVE,11368,(718)424-3030,24.846153846153847,B
19752,Sabor Peruano Ii,Queens,9513,ROOSEVELT AVE,11372,(718)505-9000,17.333333333333332,B
19753,Sabor Peruano Restaurant,Queens,9853,CORONA AVE,11368,(718)424-4755,13.0,A
19754,Sabor Restaurant & Bakery,Queens,1520,COLLEGE POINT BLVD,11356,(347)368-4407,22.823529411764707,B
19755,Sabor Tropical,Manhattan,143,SHERMAN AVE,10034,(212)304-5144,18.61904761904762,B
19756,Sabores,Bronx,582,MORRIS AVE,10451,(718)401-1653,25.511111111111113,B
19757,Sabrina'S Broadway Pizzeria,Brooklyn,294,BROADWAY,11211,(718)387-7743,19.235294117647058,B
19758,Sabrosura,Bronx,1200,CASTLE HILL AVE,10462,(718)597-1344,30.566666666666666,C
19759,Sabrosura 2 Restaurant,Bronx,1806,WESTCHESTER AVE,10472,(718)502-9878,36.733333333333334,C
19760,Sabrosura 3,Bronx,1553,WESTCHESTER AVE,10472,(917)682-8311,19.916666666666668,B
19761,Sabrosura Dominicana Restaurant,Queens,4710,48 AVENUE,11377,(347)808-0258,10.428571428571429,A
19762,Sabry'S Seafood Restaurant,Queens,2425,STEINWAY STREET,11103,(718)721-9010,12.944444444444445,A
19763,Sac'S Pizza Place,Queens,2541,BROADWAY,11106,(718)204-5002,22.2,B
19765,Sac'S Place Of Jackson Heights,Queens,8614,37TH AVE,11372,(718)685-2623,20.083333333333332,B
19766,Sacco Pizza,Manhattan,819,9 AVENUE,10019,(212)582-7765,14.4,B
19767,Sachi Asian Thai,Manhattan,713,2ND AVE,10016,(212)297-1880,10.4,A
19768,Sachiko,Brooklyn,3083,BRIGHTON 1 PLACE,11235,(718)648-5528,10.6,A
19769,Sacred Chow,Manhattan,227,SULLIVAN STREET,10012,(212)337-0863,11.285714285714286,A
19770,Sadelles,Manhattan,463,W BROADWAY,10012,(212)254-3000,19.807692307692307,B
19771,Safari,Manhattan,219,W 116TH ST,10026,(646)964-4252,11.0,A
19772,Safari Jerk House,Queens,19623,JAMAICA AVE,11423,(718)464-8800,14.88888888888889,B
19773,Saffron,Queens,16150,CROSSBAY BOULEVARD,11414,(347)392-4152,10.333333333333334,A
19774,Saffron,Queens,4404,BROADWAY,11103,(718)255-6310,14.3125,B
19775,Safir Bakery & Cafe,Brooklyn,1803,KINGS HWY,11229,(646)472-4821,11.5,A
19776,Sagaponack,Manhattan,4,W 22ND ST,10010,(212)229-2226,17.4,B
19777,Sagar Chinese,Queens,25205,UNION TURNPIKE,11426,(718)343-4444,17.296296296296298,B
19778,Sagar Chinese,Queens,7419,37TH AVE,11372,(646)552-4710,10.25,A
19779,Sagar Chinese,Queens,8747,HOMELAWN STREET,11432,(718)657-3333,13.15,A
19780,Sagar Restaurant,Queens,16825,HILLSIDE AVENUE,11432,(718)298-5696,17.576923076923077,B
19781,Sage Restaurant Nyc,Manhattan,352,BOWERY,10012,(646)580-5126,14.0,B
19782,Saggio Restaurant,Manhattan,829,WEST  181 STREET,10033,(212)795-3080,17.64,B
19783,Sagitario Bakery,Queens,8201,ROOSEVELT AVENUE,11372,(718)316-8586,8.2,A
19784,Sagwa Namoo,Queens,16207,DEPOT RD,11358,(718)321-0085,10.0,A
19785,Sahara East Restaurant,Manhattan,184,1 AVENUE,10009,(212)353-9000,26.517241379310345,B
19786,Sahara New York,Queens,2562,STEINWAY ST,11103,(718)269-6356,16.714285714285715,B
19787,Sahara'S Turkish Cuisine,Manhattan,513,2ND AVE,10016,(212)532-7589,8.5,A
19788,Sahib,Manhattan,104,LEXINGTON AVE,10016,(646)590-0994,36.1578947368421,C
19789,Sai Gon Dep,Manhattan,719,2ND AVE,10016,(212)818-1188,28.08823529411765,C
19790,Sai'S Cafe,Brooklyn,6003,FORT HAMILTON PARKWAY,11219,(646)361-1524,28.25,C
19791,Saidy'S Cafe,Queens,5825,LITTLE NECK PKWY,11362,(718)428-5050,9.333333333333334,A
19792,Saigon Bar And Grill,Brooklyn,4521,AVENUE N,11234,(718)338-8886,12.818181818181818,A
19793,Saigon Shack,Manhattan,114,MACDOUGAL STREET,10012,(212)228-0588,16.37037037037037,B
19794,Saigon Vietnamese Sandwich,Manhattan,369,BROOME ST,10013,(212)219-8341,22.875,B
19795,Saiguette,Manhattan,935,COLUMBUS AVENUE,10025,(212)866-6888,10.2,A
19796,Saint Ann'S Cafe Restaurant,Bronx,283,SAINT ANNS AVE,10454,(917)_68-8_16,26.115384615384617,B
19797,Saint Anns,Queens,26315,UNION TURNPIKE,11004,(718)343-2630,8.2,A
19798,Saint Anselm,Brooklyn,355,METROPOLITAN AVENUE,11211,(718)384-5054,11.222222222222221,A
19799,Saint Giovanni,Brooklyn,8622,4TH AVE,11209,(718)333-5123,24.875,B
19800,Saint Julivert Fisherie,Brooklyn,264,CLINTON ST,11201,(347)987-3710,20.695652173913043,B
19801,Saint Vitus,Brooklyn,1120,MANHATTAN AVE,11222,(917)331-0331,21.692307692307693,B
